set_id,set_name,release_year,theme_id,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_month,retire_price,pop_price,Unnamed: 12,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
60244-1,Police Helicopter Transport,2020,61,317,4,39.99,3,4.6,Oct-21,37.6,37.29,,Police Helicopter Transport,2020,City,Modern day,Police,Normal,Box,6,Retail,317.0,4.0,925.0,0.0,49.99,4.0,19.8
60248-1,Fire Helicopter Response,2020,58,93,3,17.99,0,4.4,Nov-21,22.74,22.49,,Fire Helicopter Response,2020,City,Modern day,Fire,Normal,Box,2,Retail,93.0,3.0,1137.0,2.3,29.99,1.0,9.99
60252-1,Construction Bulldozer,2020,56,126,2,17.99,0,4.5,Nov-21,21.0,19.74,,Construction Bulldozer,2020,City,Modern day,Construction,Normal,Box,4,Retail,126.0,2.0,2606.0,3.8,19.99,9.0,18.5
60254-1,Race Boat Transporter,2020,52,239,2,24.99,0,4.6,Nov-21,32.19,35.27,,Race Boat Transporter,2020,City,Modern day,Great Vehicles,Normal,Box,4,Retail,238.0,2.0,2245.0,4.0,29.99,2.0,28.0
60258-1,Tuning Workshop,2020,52,897,7,89.99,6,4.6,Nov-21,86.17,95.37,,Tuning Workshop,2020,City,Modern day,Town,Normal,Box,12,Retail,897.0,7.0,3111.0,4.1,99.99,11.0,73.4902
60260-1,Air Race,2020,53,140,3,24.99,0,4.6,Dec-21,32.65,42.22,,Air Race,2020,City,Modern day,Airport,Normal,Box,4,Retail,140.0,3.0,771.0,0.0,39.99,2.0,19.0
60266-1,Ocean Exploration Ship,2020,52,747,8,124.99,0,4.7,Mar-22,147.14,178.73,,Ocean Exploration Ship,2020,City,Modern day,Deep Sea Explorers,Normal,Box,6,Retail,745.0,8.0,2548.0,4.2,149.99,13.0,207.1305
60271-1,Main Square,2020,52,1517,14,169.99,13,4.6,Jan-22,177.16,151.76,,Main Square,2020,City,Modern day,Town,Normal,Box,16,LEGO exclusive,1517.0,15.0,1226.0,3.9,199.99,2.0,139.99
60273-1,Elite Police Driller Chase,2020,61,179,2,17.99,1,4.6,Nov-21,34.4,28.76,,Elite Police Driller Chase,2020,City,Modern day,Elite Police,Normal,Box,4,Retail,179.0,2.0,527.0,0.0,29.99,2.0,17.9286
60274-1,Elite Police Lighthouse Arrest,2020,61,189,2,17.99,0,4.6,Nov-21,23.22,22.21,,Elite Police Lighthouse Capture,2020,City,Modern day,Elite Police,Normal,Box,4,Retail,189.0,2.0,689.0,0.0,29.99,2.0,20.1697
70428-1,Jack's Beach Buggy,2020,676,171,3,17.99,2,4.6,Aug-21,19.08,20.32,,Jack's Beach Buggy,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,170.0,3.0,2862.0,3.7,19.99,9.0,15.99
70429-1,El Fuego's Stunt Plane,2020,676,303,3,24.99,2,4.6,Aug-21,34.9,36.94,,El Fuego's Stunt Plane,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,295.0,3.0,3077.0,3.7,29.99,11.0,34.0
70430-1,Newbury Subway,2020,676,357,3,24.99,2,4.6,Aug-21,29.22,25.99,,Newbury Subway,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,348.0,3.0,3012.0,3.7,29.99,21.0,20.0
70431-1,The Lighthouse of Darkness,2020,676,549,5,44.99,3,4.6,Aug-21,46.84,59.03,,The Lighthouse of Darkness,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,540.0,5.0,3591.0,4.0,49.99,15.0,44.0
70432-1,Haunted Fairground,2020,676,475,5,44.99,4,4.6,Aug-21,52.72,53.44,,Haunted Fairground,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,466.0,5.0,2518.0,3.9,49.99,13.0,49.95
70434-1,Supernatural Race Car,2020,676,244,3,24.99,1,4.6,Aug-21,27.1,32.93,,Supernatural Race Car,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,244.0,3.0,1795.0,3.7,29.99,6.0,35.0
70435-1,Newbury Abandoned Prison,2020,676,401,4,34.99,3,4.7,Aug-21,47.45,61.69,,Newbury Abandoned Prison,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,400.0,4.0,1515.0,3.9,39.99,4.0,70.0
70436-1,Phantom Fire Truck 3000,2020,676,760,5,59.99,4,4.8,Mar-21,62.92,74.27,,Phantom Fire Truck 3000,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,760.0,6.0,1772.0,4.1,59.99,3.0,90.0
70437-1,Mystery Castle,2020,676,1035,6,89.99,2,4.9,Aug-21,144.23,164.85,,Mystery Castle,2020,Hidden Side,Action/Adventure,,Normal,Box,2,Retail,1035.0,6.0,2054.0,3.9,99.99,4.0,264.95
71361-11,Character Pack Series 1 - Complete Set,2020,690,146,0,44.99,0,4.8,Apr-21,102.44,126.07,,Character Pack Series 1 - Complete,2020,Super Mario,Licensed,Character Pack - Series 1,Collection,{Not specified},0,Retail,0.0,10.0,1067.0,0.0,,,
71363-1,Desert Pokey Expansion Set,2020,690,181,0,17.99,0,4.6,Dec-21,15.97,23.44,,Desert Pokey,2020,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,180.0,2.0,3694.0,3.8,19.99,22.0,12.5
71364-1,Whomp's Lava Trouble Expansion Set,2020,690,133,0,17.99,0,4.6,Nov-21,16.65,17.71,,Whomp's Lava Trouble,2020,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,133.0,2.0,3306.0,3.6,19.99,20.0,12.0
71365-1,Piranha Plant Power Slide Expansion Set,2020,690,217,0,24.99,0,4.5,Dec-21,27.74,32.91,,Piranha Plant Power Slide,2020,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,217.0,4.0,2986.0,3.7,29.99,9.0,29.99
71366-1,Boomer Bill Barrage Expansion Set,2020,690,132,0,24.99,0,4.5,Dec-21,23.16,21.61,,Boomer Bill Barrage,2020,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,132.0,4.0,3142.0,3.7,29.99,7.0,29.99
71369-1,Bowser's Castle Boss Battle Expansion Set,2020,690,1010,0,89.99,0,4.6,Nov-21,92.94,117.33,,Bowser's Castle Boss Battle,2020,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail,1010.0,4.0,3165.0,4.1,99.99,27.0,139.99
71376-1,Thwomp Drop Expansion Set,2020,690,393,0,34.99,0,4.6,Nov-21,42.09,46.4,,Thwomp Drop,2020,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail - limited,393.0,3.0,1616.0,3.8,39.99,5.0,49.99
71377-1,King Boo and the Haunted Yard Expansion Set,2020,690,431,0,44.99,0,4.6,Jan-22,48.69,52.02,,King Boo and the Haunted Yard,2020,Super Mario,Licensed,Expansion Set,Normal,Box,3,Retail - limited,431.0,7.0,1915.0,3.8,49.99,7.0,59.99
71699-1,Thunder Raider,2020,435,576,1,44.99,1,4.8,Dec-20,67.01,86.26,,Thunder Raider,2020,Ninjago,Action/Adventure,Rebooted,Normal,Box,4,Retail,576.0,5.0,902.0,4.4,49.99,1.0,110.99
71701-1,Kai's Fire Dragon,2020,435,81,2,17.99,0,4.7,Dec-21,18.23,18.27,,Kai's Fire Dragon,2020,Ninjago,Action/Adventure,Pilot Season,Normal,Box,2,Retail,81.0,2.0,899.0,3.4,19.99,4.0,18.5242
71702-1,Golden Mech,2020,435,489,4,34.99,3,4.9,Dec-20,50.56,71.15,,Golden Mech,2020,Ninjago,Action/Adventure,The Final Battle,Normal,Box,2,Retail,489.0,4.0,1428.0,4.4,39.99,2.0,65.8182
71704-1,Kai Fighter,2020,435,513,4,34.99,1,4.7,Nov-21,43.14,46.7,,Kai Fighter,2020,Ninjago,Action/Adventure,Rebooted,Normal,Box,2,Retail,513.0,4.0,1491.0,4.0,39.99,4.0,30.0
71707-1,Kai's Mech Jet,2020,435,226,2,17.99,0,4.6,Sep-21,19.6,24.58,,Kai's Mech Jet,2020,Ninjago,Action/Adventure,Prime Empire,Normal,Box,4,Retail,217.0,2.0,2158.0,3.8,19.99,12.0,19.95
71708-1,Gamer's Market,2020,435,228,9,29.99,6,4.9,Oct-21,33.43,31.87,,Gamer's Market,2020,Ninjago,Action/Adventure,Prime Empire,Normal,Box,2,Retail,218.0,9.0,3884.0,4.2,29.99,18.0,43.38
71717-1,Journey to the Skull Dungeons,2020,435,401,4,24.99,0,4.6,Oct-21,29.14,32.53,,Journey to the Skull Dungeons,2020,Ninjago,Action/Adventure,Master of the Mountain,Normal,Box,2,Retail,401.0,4.0,2995.0,4.1,29.99,14.0,34.99
71720-1,Fire Stone Mech,2020,435,977,5,64.99,1,4.8,Oct-21,60.56,66.39,,Fire Stone Mech,2020,Ninjago,Action/Adventure,Master of the Mountain,Normal,Box,2,Retail,968.0,5.0,1846.0,4.0,69.99,11.0,74.7201
75265-1,T-16 Skyhopper vs. Bantha Microfighters,2020,158,198,2,17.99,1,4.8,Jan-21,18.19,20.61,,T-16 Skyhopper vs Bantha Microfighters,2020,Star Wars,Licensed,Microfighters,Normal,Box,4,Retail,198.0,2.0,8435.0,3.9,19.99,35.0,19.99
75267-1,Mandalorian Battle Pack,2020,158,107,4,12.99,3,4.6,Mar-22,17.73,18.83,,Mandalorian Battle Pack,2020,Star Wars,Licensed,The Mandalorian,Normal,Box,2,Retail,102.0,4.0,27799.0,4.1,14.99,434.0,19.7125
75269-1,Duel on Mustafar,2020,158,208,2,19.99,1,4.7,Jun-21,20.49,27.78,,Duel on Mustafar ,2020,Star Wars,Licensed,Episode III,Normal,Box,2,Retail,208.0,2.0,11624.0,3.8,19.99,98.0,34.0
75270-1,Obi-Wan's Hut,2020,158,200,4,24.99,1,4.6,Nov-21,27.05,28.4,,Obi-Wan's Hut,2020,Star Wars,Licensed,Episode IV,Normal,Box,2,Retail,200.0,4.0,13758.0,3.9,29.99,36.0,29.99
75271-1,Luke Skywalker's Landspeeder,2020,158,236,2,24.99,1,4.7,Jan-22,27.75,32.21,,Luke Skywalker's Landspeeder,2020,Star Wars,Licensed,Episode IV,Normal,Box,2,{Not specified},236.0,3.0,10934.0,3.8,29.99,44.0,49.21
75272-1,Sith TIE Fighter,2020,158,470,3,64.99,1,4.5,Nov-21,68.5,66.01,,Sith TIE Fighter,2020,Star Wars,Licensed,The Rise of Skywalker,Normal,Box,2,Retail,470.0,3.0,6722.0,3.8,79.99,28.0,67.0
75273-1,Poe Dameron's X-wing Fighter,2020,158,761,4,89.99,3,4.7,Nov-21,81.59,85.92,,Poe Dameron's X-wing Fighter,2020,Star Wars,Licensed,The Rise of Skywalker,Normal,Box,2,Retail,761.0,4.0,7662.0,4.1,89.99,23.0,90.0
75274-1,TIE Fighter Pilot,2020,158,724,0,54.99,0,4.8,Jan-22,89.59,172.27,,TIE Fighter Pilot Helmet,2020,Star Wars,Licensed,Helmet Collection,Normal,Box,7,{Not specified},724.0,,10932.0,4.3,59.99,122.0,264.95
75275-1,A-Wing Starfighter,2020,171,1672,1,179.0,1,4.8,Nov-21,210.6,246.16,,A-wing Starfighter,2020,Star Wars,Licensed,Ultimate Collector Series,Normal,Box,7,LEGO exclusive,1673.0,1.0,9039.0,4.3,199.99,34.0,279.0
75276-1,Stormtrooper,2020,158,647,0,54.99,0,4.8,Mar-22,62.31,123.98,,Stormtrooper Helmet,2020,Star Wars,Licensed,Helmet Collection,Normal,Box,7,{Not specified},647.0,,12864.0,4.2,59.99,158.0,140.0
75279-1,Star Wars Advent Calendar 2020,2020,209,311,8,24.99,5,4.9,Nov-21,39.62,39.71,,Star Wars Advent Calendar,2020,Star Wars,Licensed,Seasonal,Normal,Box,1,Retail,311.0,10.0,9480.0,3.9,39.99,18.0,55.3633
75281-1,Anakin's Jedi Interceptor,2020,158,248,2,24.99,1,4.7,Dec-21,34.83,43.44,,Anakin's Jedi Interceptor,2020,Star Wars,Licensed,Episode III,Normal,Box,2,Retail,248.0,2.0,8338.0,4.0,29.99,57.0,53.1488
75284-1,Knights of Ren Transport Ship,2020,158,595,3,64.99,2,4.6,Dec-21,59.37,62.3,,Knights of Ren Transport Ship,2020,Star Wars,Licensed,The Rise of Skywalker,Normal,Box,2,Retail,595.0,3.0,5762.0,3.5,69.99,18.0,55.0
75291-1,Death Star Final Duel,2020,158,775,5,89.99,1,4.9,Nov-21,89.98,107.46,,Death Star Final Duel,2020,Star Wars,Licensed,Episode VI,Normal,Box,2,Retail,775.0,5.0,4907.0,4.2,99.99,17.0,128.3812
75293-1,Resistance I-TS Transport,2020,158,932,4,89.99,0,4.6,Feb-22,116.91,103.92,,Resistance I-TS Transport,2020,Star Wars,Licensed,Galaxy's Edge,Normal,Box,2,Retail,932.0,4.0,3955.0,4.2,99.99,11.0,136.0
75939-1,Dr. Wu's Lab: Baby Dinosaurs Breakout,2020,602,164,2,17.99,0,4.7,Jan-22,22.74,20.9,,Dr. Wu's Lab: Baby Dinosaurs Breakout,2020,Jurassic World,Licensed,Legend of Isla Nublar,Normal,Box,2,Retail,164.0,2.0,4261.0,4.0,19.99,7.0,24.97
75940-1,Gallimimus and Pteranodon Breakout,2020,602,392,3,54.99,0,4.6,Mar-22,41.78,45.98,,Gallimimus and Pteranodon Breakout,2020,Jurassic World,Licensed,Legend of Isla Nublar,Normal,Box,4,Retail,391.0,3.0,2093.0,3.7,49.99,19.0,40.4955
75941-1,Indominus rex vs. Ankylosaurus,2020,602,537,5,89.99,4,4.7,Dec-21,113.2,117.13,,Indominus rex vs. Ankylosaurus,2020,Jurassic World,Licensed,Legend of Isla Nublar,Normal,Box,2,Retail,537.0,5.0,2537.0,4.1,99.99,20.0,137.79
75966-1,Hogwarts Room of Requirement,2020,246,194,4,17.99,0,4.8,Mar-22,22.0,21.95,,Hogwarts Room of Requirement,2020,Harry Potter,Licensed,Order of the Phoenix,Normal,Box,2,Retail,193.0,4.0,11731.0,3.7,19.99,19.0,24.9991
75967-1,Forbidden Forest: Umbridge's Encounter,2020,246,254,5,24.99,3,4.7,Jan-22,26.6,26.71,,Forbidden Forest: Umbridge's Encounter,2020,Harry Potter,Licensed,Order of the Phoenix,Normal,Box,4,Retail,253.0,5.0,10416.0,3.7,29.99,26.0,24.99
75981-1,Harry Potter Advent Calendar 2020,2020,710,335,6,24.99,3,4.6,Mar-21,30.52,30.77,,Harry Potter Advent Calendar,2020,Harry Potter,Licensed,Seasonal,Normal,Box,1,Retail,335.0,6.0,8351.0,3.8,39.99,15.0,18.0
76142-1,Avengers Speeder Bike Attack,2020,702,251,3,19.99,2,4.7,Jan-21,18.98,25.1,,Avengers Speeder Bike Attack,2020,Marvel Super Heroes,Licensed,Avengers,Normal,Box,4,Retail,226.0,3.0,2882.0,3.4,19.99,5.0,19.99
76143-1,Avengers Truck Take-down,2020,702,486,4,34.99,3,4.6,Oct-21,31.38,34.22,,Avengers Truck Take-down,2020,Marvel Super Heroes,Licensed,Avengers,Normal,Box,4,Retail,477.0,4.0,2378.0,3.5,39.99,8.0,33.6418
76147-1,Vulture's Trucker Robbery,2020,706,93,3,19.99,2,4.7,Apr-21,19.05,24.43,,Vulture's Trucker Robbery,2020,Marvel Super Heroes,Licensed,Spider-Man,Normal,Box,2,Retail,93.0,3.0,793.0,3.0,19.99,2.0,24.99
76148-1,Spider-Man vs. Doc Ock,2020,706,242,3,19.99,3,4.9,Apr-21,23.52,29.77,,Spider-Man vs. Doc Ock,2020,Marvel Super Heroes,Licensed,Spider-Man,Normal,Box,2,Retail,234.0,3.0,1665.0,3.1,19.99,4.0,34.7
76149-1,The Menace of Mysterio,2020,706,163,3,29.99,1,4.7,Apr-21,27.42,31.41,,The Menace of Mysterio,2020,Marvel Super Heroes,Licensed,Spider-Man,Normal,Box,6,Retail,163.0,3.0,1032.0,3.3,29.99,2.0,29.881
10264-1,Corner Garage,2019,155,2569,6,159.99,0,4.9,Dec-21,235.83,219.62,,Corner Garage,2019,Creator Expert,Model making,Modular Buildings Collection,Normal,Box,2,LEGO exclusive,2569.0,6.0,17423.0,4.1,199.99,81.0,258.3622
10267-1,Gingerbread House,2019,228,1477,2,84.99,0,4.8,Oct-21,123.65,124.81,,Gingerbread House,2019,Creator Expert,Model making,Winter Village Collection,Normal,Box,4,LEGO exclusive,1477.0,2.0,14741.0,4.2,99.99,57.0,127.0
10269-1,Harley-Davidson Fat Boy,2019,673,1023,0,84.99,0,4.9,Nov-21,108.18,108.23,,Harley-Davidson Fat Boy,2019,Creator Expert,Model making,Vehicles,Normal,Box,10,LEGO exclusive,1023.0,,7107.0,4.2,99.99,19.0,111.99
10768-1,Buzz and Bo Peep's Playground Adventure,2019,275,139,3,19.99,1,4.6,Dec-20,21.81,23.41,,Buzz and Bo Peep's Playground Adventure,2019,Disney,Licensed,Toy Story 4,Normal,Box,2,Retail,139.0,3.0,2031.0,3.6,24.99,6.0,22.4108
10769-1,Toy Story 4 RV Vacation,2019,275,178,3,29.99,2,4.6,Nov-20,35.01,34.14,,RV Vacation,2019,Disney,Licensed,Toy Story 4,Normal,Box,2,Retail,178.0,3.0,2579.0,3.6,34.99,4.0,29.212
10770-1,Buzz & Woody's Carnival Mania!,2019,275,230,5,44.99,3,4.5,Feb-21,41.78,37.02,,Buzz & Woody's Carnival Mania!,2019,Disney,Licensed,Toy Story 4,Normal,Box,2,Retail,230.0,5.0,2471.0,3.6,49.99,12.0,30.0
10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,2019,504,53,0,24.99,0,4.5,Mar-20,22.9,30.24,,Emmet and Lucy's Visitors from the DUPLO Planet,2019,Duplo,Pre-school,The LEGO Movie 2,Normal,Box,2,Retail,53.0,2.0,731.0,4.2,29.99,1.0,24.0
10907-1,World Animals,2019,632,121,0,89.99,0,4.7,Nov-21,107.8,116.9,,World Animals,2019,Duplo,Pre-school,,Normal,Box,2,Retail,121.0,6.0,354.0,0.0,99.99,0.0,
11004-1,Windows of Creativity,2019,621,450,0,24.99,0,4.7,Jan-21,24.46,48.44,,Windows of Creativity,2019,Classic,Basic,Miscellaneous,Normal,Box,2,Retail,450.0,,874.0,3.5,29.99,0.0,
11005-1,Creative Fun,2019,621,900,0,29.99,0,4.4,Nov-20,37.12,33.56,,Creative Fun,2019,Classic,Basic,Creative Fun,Normal,Box,3,Retail,900.0,,1688.0,3.8,39.99,1.0,29.0
21043-1,San Francisco,2019,253,565,0,44.99,0,4.7,Nov-21,52.77,62.08,,San Francisco,2019,Architecture,Model making,Skylines,Normal,Box,10,Retail,565.0,,8659.0,4.2,49.99,61.0,64.95
21055-1,Burj Khalifa,2019,252,333,0,44.99,0,4.9,Oct-21,75.97,94.86,,Burj Khalifa,2019,Architecture,Model making,Landmark Series,Normal,Box,10,Retail - limited,333.0,,836.0,0.0,,2.0,89.99
21148-1,Minecraft Steve BigFig with Parrot,2019,577,159,0,12.99,0,4.9,Jan-20,12.44,28.67,,Minecraft Steve BigFig with Parrot,2019,Minecraft,Licensed,BigFig Series 1,Normal,Box,2,Retail,159.0,,1626.0,3.9,14.99,11.0,35.0
21149-1,Minecraft Alex BigFig with Chicken,2019,577,160,0,12.99,0,4.8,Jan-20,13.76,24.02,,Minecraft Alex BigFig with Chicken,2019,Minecraft,Licensed,BigFig Series 1,Normal,Box,2,Retail,160.0,,1405.0,4.2,14.99,3.0,28.0
21150-1,Minecraft Skeleton BigFig with Magma Cube,2019,577,142,0,12.99,0,4.8,Jan-20,14.34,25.74,,Minecraft Skeleton BigFig with Magma Cube,2019,Minecraft,Licensed,BigFig Series 1,Normal,Box,2,Retail,142.0,,1484.0,4.1,14.99,11.0,24.687
21151-1,The End Battle,2019,577,222,2,19.99,0,4.7,Feb-22,23.32,30.16,,The End Battle,2019,Minecraft,Licensed,Minifig-scale,Normal,Box,3,Retail,222.0,2.0,3652.0,3.8,19.99,35.0,20.0
21153-1,The Wool Farm,2019,577,260,1,19.99,0,4.6,Oct-21,19.25,18.03,,The Wool Farm,2019,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,260.0,1.0,1992.0,3.9,19.99,3.0,22.1311
21154-1,The Blaze Bridge,2019,577,372,4,39.99,2,4.7,Mar-22,31.54,30.15,,The Blaze Bridge,2019,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,372.0,4.0,1873.0,4.2,29.99,12.0,25.0
21155-1,The Creeper Mine,2019,577,834,4,79.99,2,4.7,Jul-21,99.46,87.42,,The Creeper Mine,2019,Minecraft,Licensed,Minifig-scale,Normal,Box,2,Retail,834.0,4.0,1542.0,4.4,79.99,19.0,84.0
21316-1,The Flintstones,2019,576,748,4,54.99,0,5.0,Jan-21,62.17,75.27,,The Flintstones,2019,Ideas,Miscellaneous,Licensed,Normal,Box,10,Retail - limited,748.0,4.0,11051.0,4.1,59.99,24.0,60.0
21317-1,Steamboat Willie,2019,576,751,2,79.99,0,5.0,Nov-20,97.54,122.21,,Steamboat Willie,2019,Ideas,Miscellaneous,Licensed,Normal,Box,10,Retail - limited,751.0,2.0,10180.0,4.3,89.99,35.0,157.03
21320-1,Dinosaur Fossils,2019,576,911,2,54.99,0,4.8,Jan-22,73.52,64.72,,Dinosaur Fossils,2019,Ideas,Miscellaneous,,Normal,Box,14,Retail - limited,910.0,2.0,12166.0,4.2,59.99,50.0,63.5248
31086-1,Futuristic Flyer,2019,672,157,0,14.99,0,4.5,Nov-20,14.46,16.13,,Futuristic Flyer,2019,Creator,Model making,3 in 1,Normal,Box,6,Retail,157.0,,1748.0,3.6,14.99,48.0,19.99
31087-1,Dune Buggy,2019,672,147,0,12.99,0,4.7,Nov-20,11.28,13.51,,Dune Buggy,2019,Creator,Model making,3 in 1,Normal,Box,6,Retail,147.0,,2030.0,3.7,12.99,5.0,12.99
31091-1,Shuttle Transporter,2019,672,341,0,24.99,0,4.8,Dec-20,26.61,31.63,,Shuttle Transporter,2019,Creator,Model making,3 in 1,Normal,Box,2,Retail,341.0,,2835.0,3.9,24.99,2.0,29.99
31094-1,Race Plane,2019,672,333,1,24.99,1,4.7,Jan-21,25.96,30.26,,Race Plane,2019,Creator,Model making,3 in 1,Normal,Box,2,Retail,333.0,1.0,1740.0,4.2,29.99,5.0,22.0
31096-1,Twin-Rotor Helicopter,2019,672,569,1,44.99,1,4.7,Jan-21,45.28,49.78,,Twin-Rotor Helicopter,2019,Creator,Model making,3 in 1,Normal,Box,6,Retail,569.0,1.0,1198.0,4.3,59.99,6.0,49.95
31098-1,Outback Cabin,2019,672,305,2,24.99,0,4.7,Jan-21,32.17,31.82,,Outback Cabin,2019,Creator,Model making,3 in 1,Normal,Box,6,Retail,305.0,2.0,2078.0,3.8,29.99,5.0,56.0
41160-1,Ariel's Seaside Castle,2019,579,115,1,21.99,1,4.8,Jan-20,20.79,32.7,,Ariel's Castle,2019,Disney,Licensed,The Little Mermaid,Normal,Box,2,Retail,115.0,1.0,565.0,3.1,24.99,4.0,28.0
41161-1,Aladdin and Jasmine's Palace Adventures,2019,579,193,2,24.99,0,4.8,Jan-20,22.78,43.31,,Aladdin's and Jasmine's Palace Adventures,2019,Disney,Licensed,Aladdin,Normal,Box,2,Retail,193.0,2.0,1056.0,3.8,29.99,1.0,40.0
41164-1,Enchanted Treehouse,2019,687,302,3,44.99,1,4.5,Nov-20,36.85,45.44,,Enchanted Tree House,2019,Disney,Licensed,Frozen II,Normal,Box,2,Retail,302.0,3.0,1137.0,3.6,49.99,2.0,44.7935
41165-1,Anna's Canoe Expedition,2019,687,108,2,17.99,0,4.4,May-21,17.08,18.98,,Anna's Canoe Expedition,2019,Disney,Licensed,Frozen II,Normal,Box,2,Retail,108.0,2.0,1721.0,3.6,19.99,12.0,11.95
41167-1,Arendelle Castle Village,2019,687,521,3,74.99,2,4.6,Dec-21,67.26,71.83,,Arendelle Castle,2019,Disney,Licensed,Frozen II,Normal,Box,4,Retail,521.0,3.0,1407.0,4.0,79.99,5.0,64.0
41169-1,Olaf,2019,687,122,0,12.99,0,4.6,Dec-20,13.95,13.65,,Olaf,2019,Disney,Licensed,Frozen II,Normal,Box,2,Retail,122.0,,3497.0,3.8,14.99,13.0,6.5
41337-1,Underwater Loop,2019,494,389,0,24.99,0,4.6,Dec-20,25.86,25.57,,Underwater Loop,2019,Friends,Modern day,Amusement Park,Normal,Box,2,Retail,389.0,2.0,1012.0,3.9,29.99,1.0,24.0
41359-1,Heart Box Friendship Pack,2019,494,199,0,14.99,0,4.5,Jan-20,17.71,18.6,,Heart Box Friendship Pack,2019,Friends,Modern day,Heart Box,Normal,Box,2,Retail,199.0,2.0,809.0,0.0,19.99,0.0,
41362-1,Heartlake City Supermarket,2019,494,139,0,24.99,0,4.6,Jun-20,25.19,34.53,,Heartlake City Supermarket,2019,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,140.0,2.0,524.0,0.0,29.99,1.0,29.99
41364-1,Stephanie's Buggy & Trailer,2019,494,166,0,17.99,0,4.4,Feb-20,14.31,19.07,,Stephanie's Buggy & Trailer ,2019,Friends,Modern day,Traffic,Normal,{Not specified},2,{Not specified},166.0,1.0,796.0,3.6,19.99,2.0,16.49
41366-1,Olivia's Cupcake Cafe,2019,494,335,0,24.99,0,4.4,Nov-20,29.39,32.4,,Olivia's Cupcake Cafe,2019,Friends,Modern day,Heartlake City,Normal,{Not specified},2,{Not specified},335.0,2.0,1307.0,3.6,29.99,7.0,29.99
41367-1,Stephanie's Horse Jumping,2019,494,352,0,34.99,0,4.6,Nov-20,40.73,34.01,,Stephanie's Horse Jumping,2019,Friends,Modern day,Sports,Normal,Box,2,Retail,337.0,2.0,760.0,0.0,39.99,4.0,37.5
41368-1,Andrea's Talent Show,2019,494,492,0,44.99,0,4.5,Mar-20,39.88,40.73,,Andrea's Talent Show,2019,Friends,Modern day,Music,Normal,{Not specified},2,{Not specified},492.0,2.0,506.0,0.0,49.99,3.0,30.0
41369-1,Mia's House,2019,494,725,0,59.99,0,4.7,Dec-20,76.72,75.92,,Mia's House,2019,Friends,Modern day,Houses,Normal,{Not specified},2,{Not specified},715.0,3.0,1311.0,4.0,69.99,4.0,75.0
41371-1,Mia's Horse Trailer,2019,494,216,0,24.99,0,4.7,Jan-21,29.9,33.7,,Mia's Horse Trailer,2019,Friends,Modern day,Traffic,Normal,Box,2,Retail,216.0,2.0,800.0,0.0,29.99,2.0,30.0
41373-1,Funny Octopus Ride,2019,494,324,0,34.99,0,4.6,Dec-20,37.36,35.87,,Funny Octopus Ride,2019,Friends,Modern day,Amusement Park,Normal,Box,2,Retail,324.0,2.0,1061.0,3.8,39.99,4.0,33.98
41374-1,Andrea's Pool Party,2019,494,468,0,44.99,0,4.7,Dec-20,51.11,51.82,,Andrea's Pool Party,2019,Friends,Modern day,Summer,Normal,Box,2,Retail,468.0,2.0,739.0,0.0,49.99,2.0,49.8638
41375-1,Heartlake City Amusement Pier,2019,494,1267,0,119.99,0,4.7,Jan-21,119.89,118.28,,Heartlake City Amusement Pier,2019,Friends,Modern day,Amusement Park,Normal,Box,4,Retail,1251.0,7.0,1258.0,3.8,129.99,3.0,111.144
41376-1,Turtles Rescue Mission,2019,494,225,0,17.99,0,4.7,Jun-20,21.52,23.88,,Turtles Rescue Mission,2019,Friends,Modern day,Rescue Mission,Normal,Box,2,Retail,225.0,2.0,1786.0,3.8,19.99,0.0,
41378-1,Dolphins Rescue Mission,2019,494,374,0,34.99,0,4.6,Dec-20,36.32,37.35,,Dolphins Rescue Mission,2019,Friends,Modern day,Rescue Mission,Normal,Box,4,Retail,363.0,2.0,1712.0,4.1,39.99,3.0,28.99
