set_id,set_name,release_year,theme_id,num_parts,num_figs,retail_price,num_unique_figs,set_rating,retire_month,retire_price,pop_price,Unnamed: 12,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price
21124-1,The End Portal,2016,577,559,3,49.99,1,4.8,Dec-17,55.985,75.105,,The End Portal,2016,Minecraft,Licensed,Minifig-scale,Normal,Box,4,Retail,559.0,3.0,1750.0,3.8,59.99,3.0,115.0
21125-1,The Jungle Tree House,2016,577,707,4,74.99,1,4.8,Nov-17,71.26,87.395,,The Jungle Tree House,2016,Minecraft,Licensed,Minifig-scale,Normal,Box,6,Retail,706.0,4.0,1900.0,4.2,69.99,2.0,154.0
21127-1,The Fortress,2016,577,984,0,89.99,0,4.8,Dec-17,116.55,152.52,,The Fortress,2016,Minecraft,Licensed,Minifig-scale,Normal,Box,10,Retail,984.0,4.0,1412.0,3.9,109.99,5.0,233.988
21128-1,The Village,2016,577,1600,9,169.99,4,4.8,Dec-17,215.085,306.225,,The Village,2016,Minecraft,Licensed,Minifig-scale,Normal,Box,4,LEGO exclusive,1600.0,9.0,927.0,4.2,199.99,3.0,475.1381
21305-1,Maze,2016,576,769,0,59.99,0,4.8,Nov-16,58.955,86.785,,Maze,2016,Ideas,Miscellaneous,,Normal,Box,2,Retail - limited,769.0,,4628.0,4.2,69.99,4.0,148.1881
21306-1,The Beatles Yellow Submarine,2016,576,553,5,49.99,5,5.0,Dec-17,65.395,62.59,,The Beatles Yellow Submarine,2016,Ideas,Miscellaneous,Licensed,Normal,Box,11,Retail - limited,553.0,5.0,12388.0,4.4,59.99,34.0,104.5835
21308-1,Adventure Time,2016,576,496,0,44.99,0,4.5,Jan-19,42.06,41.445,,Adventure Time,2017,Ideas,Miscellaneous,Licensed,Normal,Box,11,Retail - limited,495.0,,2948.0,3.6,49.99,8.0,73.0
31044-1,Park Animals,2016,672,202,0,12.99,0,4.7,Nov-16,13.615,16.51,,Park Animals,2016,Creator,Model making,3 in 1,Normal,Box,6,Retail,202.0,,3816.0,3.8,14.99,0.0,
31045-1,Ocean Explorer,2016,672,213,0,12.99,0,4.7,Jan-18,14.54,24.08,,Ocean Explorer,2016,Creator,Model making,3 in 1,Normal,Box,7,Retail,213.0,,3714.0,3.8,14.99,8.0,29.99
31046-1,Fast Car,2016,672,222,0,17.99,0,4.6,Nov-17,20.085,20.21,,Fast Car,2016,Creator,Model making,3 in 1,Normal,Box,6,Retail,222.0,,2249.0,4.0,19.99,4.0,24.99
31047-1,Propeller Plane,2016,672,230,0,17.99,0,4.5,Dec-17,24.18,24.49,,Propeller Plane,2016,Creator,Model making,3 in 1,Normal,Box,6,Retail,230.0,,3104.0,4.2,19.99,2.0,26.1295
31048-1,Lakeside Lodge,2016,672,370,1,19.99,1,4.4,Nov-17,37.61,36.175,,Lakeside Lodge,2016,Creator,Model making,3 in 1,Normal,Box,6,Retail,368.0,1.0,8323.0,4.3,29.99,7.0,60.0
31049-1,Twin Spin Helicopter,2016,672,326,0,19.99,0,4.6,Mar-18,27.41,36.145,,Twin Spin Helicopter,2016,Creator,Model making,3 in 1,Normal,Box,6,Retail,326.0,,1338.0,3.7,29.99,1.0,34.99
31050-1,Corner Deli,2016,672,467,2,27.99,2,4.4,Nov-17,32.145,53.255,,Corner Deli,2016,Creator,Model making,3 in 1,Normal,Box,6,Retail,467.0,2.0,10377.0,4.2,39.99,10.0,62.5
31053-1,Treehouse Adventures,2016,672,387,0,24.99,0,4.3,Nov-17,32.59,30.305,,Treehouse Adventures,2016,Creator,Model making,3 in 1,Normal,Box,6,Retail,387.0,2.0,4149.0,3.9,34.99,2.0,55.0
31059-1,Sunset Street Bike,2016,672,194,0,17.99,0,4.6,Dec-17,21.525,19.25,,Sunset Street Bike,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,194.0,,1160.0,3.7,19.99,5.0,16.5
31060-1,Airshow Aces,2016,672,246,0,17.99,0,4.5,Nov-17,20.005,22.455,,Airshow Aces,2017,Creator,Model making,3 in 1,Normal,Box,6,Retail,246.0,,1248.0,3.5,19.99,2.0,21.9
40161-1,What Am I?,2016,408,536,16,29.99,8,4.7,Oct-18,36.43,42.035,,What am I?,2016,Miscellaneous,Miscellaneous,Games,Normal,Box,2,LEGO exclusive,536.0,16.0,1874.0,3.4,39.99,3.0,31.0
41065-1,Rapunzel's Best Day Ever,2016,579,145,1,19.99,1,4.7,Nov-17,19.78,27.445,,Rapunzel's Best Day Ever,2016,Disney,Licensed,Tangled,Normal,Box,2,Retail,145.0,1.0,1366.0,3.5,19.99,7.0,29.655
41066-1,Anna & Kristoff's Sleigh Adventure,2016,687,174,2,24.99,1,4.4,Dec-17,28.875,26.74,,Anna & Kristoff's Sleigh Adventure,2016,Disney,Licensed,Frozen,Normal,Box,2,Retail,174.0,2.0,3711.0,3.4,29.99,6.0,44.99
41067-1,Belle's Enchanted Castle,2016,579,374,0,49.99,0,4.6,Dec-17,49.01,57.215,,Belle's Enchanted Castle,2016,Disney,Licensed,Beauty and the Beast,Normal,Box,2,Retail,374.0,6.0,2945.0,3.9,49.99,7.0,73.8578
41068-1,Arendelle Castle Celebration,2016,687,477,6,49.99,2,4.5,Nov-17,68.265,64.265,,Arendelle Castle Celebration,2016,Disney,Licensed,Frozen,Normal,Box,2,Retail,477.0,6.0,3160.0,3.7,59.99,3.0,56.0
41110-1,Birthday Party,2016,494,191,0,17.99,0,4.4,Dec-16,17.875,23.49,,Birthday Party,2016,Friends,Modern day,Party,Normal,Box,2,Retail,191.0,1.0,1672.0,3.3,19.99,0.0,
41116-1,Olivia's Exploration Car,2016,494,185,0,12.99,0,4.6,Nov-16,12.72,14.7,,Olivia's Exploration Car,2016,Friends,Modern day,Traffic,Normal,Box,2,Retail,185.0,1.0,2251.0,3.7,14.99,0.0,
41117-1,Pop Star TV Studio,2016,494,194,0,17.99,0,4.5,Dec-16,17.08,21.545,,Pop Star TV Studio,2016,Friends,Modern day,Pop Star,Normal,Box,2,Retail,194.0,1.0,1386.0,3.4,19.99,0.0,
41118-1,Heartlake Supermarket,2016,494,316,0,29.99,0,4.6,Nov-17,29.145,48.9,,Heartlake Supermarket,2016,Friends,Modern day,Heartlake City,Normal,Box,4,Retail,313.0,2.0,3168.0,3.8,29.99,1.0,50.0
41119-1,Heartlake Cupcake Cafe,2016,494,443,0,34.99,0,4.3,Nov-17,34.53,44.21,,Heartlake Cupcake Cafe,2016,Friends,Modern day,Heartlake City,Normal,Box,4,Retail,438.0,2.0,2747.0,4.0,39.99,1.0,55.9918
41121-1,Adventure Camp Rafting,2016,494,320,0,24.99,0,4.5,Nov-16,24.56,27.965,,Adventure Camp Rafting,2016,Friends,Modern day,Adventure Camp,Normal,Box,2,Retail,320.0,2.0,1703.0,4.1,29.99,0.0,
41122-1,Adventure Camp Tree House,2016,494,726,0,59.99,0,4.4,Nov-16,62.085,78.545,,Adventure Camp Tree House,2016,Friends,Modern day,Adventure Camp,Normal,Box,2,Retail,726.0,3.0,2068.0,4.0,79.99,2.0,115.0
41124-1,Heartlake Puppy Daycare,2016,494,286,0,24.99,0,4.6,Nov-17,34.645,37.61,,Heartlake Puppy Daycare,2016,Friends,Modern day,Heartlake City,Normal,Box,2,Retail,286.0,2.0,1588.0,3.8,29.99,0.0,
41126-1,Heartlake Riding Club,2016,494,590,0,49.99,0,4.5,Nov-17,56.665,72.165,,Heartlake Riding Club,2016,Friends,Modern day,Horseback Riding,Normal,Box,6,Retail,575.0,2.0,1786.0,4.0,59.99,2.0,125.0
41128-1,Amusement Park Space Ride,2016,494,195,0,17.99,0,4.5,Nov-17,19.0,23.25,,Amusement Park Space Ride,2016,Friends,Modern day,Amusement Park,Normal,Box,2,Retail,195.0,1.0,3617.0,3.7,19.99,5.0,25.0
41129-1,Amusement Park Hot Dog Van,2016,494,243,0,24.99,0,4.5,Nov-17,32.105,31.475,,Amusement Park Hot Dog Van,2016,Friends,Modern day,Amusement Park,Normal,Box,2,Retail,243.0,2.0,4934.0,4.0,29.99,6.0,23.5085
41130-1,Amusement Park Roller Coaster,2016,494,1124,0,89.99,0,4.4,Nov-17,100.4,110.575,,Amusement Park Roller Coaster,2016,Friends,Modern day,Amusement Park,Normal,Box,2,Retail,1124.0,4.0,4031.0,4.0,99.99,5.0,119.95
41132-1,Heartlake Party Shop,2016,494,176,0,24.99,0,4.6,Sep-17,26.23,32.635,,Heartlake Party Shop,2016,Friends,Modern day,Party,Normal,Box,2,Retail - limited,176.0,2.0,718.0,0.0,29.99,0.0,
41133-1,Amusement Park Bumper Cars,2016,494,424,0,34.99,0,4.5,Nov-17,34.395,35.58,,Amusement Park Bumper Cars,2016,Friends,Modern day,Amusement Park,Normal,Box,2,Retail - limited,424.0,2.0,2283.0,3.5,39.99,0.0,
41134-1,Heartlake Performance School,2016,494,774,0,69.99,0,4.5,Dec-17,78.03,79.975,,Heartlake Performance School,2016,Friends,Modern day,Heartlake City,Normal,Box,4,Retail - limited,774.0,3.0,871.0,3.4,79.99,1.0,110.0
41135-1,Livi's Pop Star House,2016,494,613,0,49.99,0,4.6,Dec-16,48.535,101.585,,Livi's Pop Star House,2016,Friends,Modern day,Pop Star,Normal,Box,6,Retail,597.0,2.0,1927.0,4.0,49.99,1.0,175.0
41149-1,Moana's Island Adventure,2016,579,205,1,24.99,1,4.7,Dec-17,24.425,27.965,,Moana's Island Adventure,2017,Disney,Licensed,Moana,Normal,Box,4,Retail,205.0,1.0,1862.0,3.5,24.99,1.0,40.0
41150-1,Moana's Ocean Voyage,2016,579,307,2,39.99,2,4.7,Jan-19,36.695,36.8,,Moana's Ocean Voyage,2017,Disney,Licensed,Moana,Normal,Box,2,Retail,307.0,2.0,3630.0,4.0,39.99,16.0,66.1175
41173-1,Elvendale School of Dragons,2016,600,231,0,17.99,0,4.8,Dec-16,18.67,33.135,,Elvendale School of Dragons,2016,Elves,Action/Adventure,,Normal,Box,2,Retail,230.0,1.0,2085.0,3.9,19.99,1.0,74.99
41174-1,The Starlight Inn,2016,600,347,0,24.99,0,4.7,Nov-16,25.87,43.865,,The Starlight Inn,2016,Elves,Action/Adventure,,Normal,Box,2,Retail,343.0,2.0,2054.0,4.3,29.99,1.0,95.0
41175-1,Fire Dragon's Lava Cave,2016,600,441,0,34.99,0,4.8,Nov-17,34.395,48.42,,Fire Dragon's Lava Cave,2016,Elves,Action/Adventure,,Normal,Box,4,Retail,441.0,2.0,2587.0,4.3,39.99,2.0,73.9341
41176-1,The Secret Market Place,2016,600,701,0,49.99,0,4.7,Nov-16,48.69,107.855,,The Secret Market Place,2016,Elves,Action/Adventure,,Normal,Box,2,Retail,691.0,2.0,2098.0,4.2,59.99,3.0,200.0
41177-1,The Precious Crystal Mine,2016,600,273,0,24.99,0,4.7,Dec-16,26.545,27.63,,The Precious Crystal Mine,2016,Elves,Action/Adventure,,Normal,Box,2,Retail,273.0,2.0,1695.0,3.7,29.99,2.0,69.99
41179-1,Queen Dragon's Rescue,2016,600,836,0,59.99,0,4.8,Nov-17,65.24,119.295,,Queen Dragon's Rescue,2016,Elves,Action/Adventure,,Normal,Box,2,Retail,833.0,2.0,2144.0,4.2,69.99,0.0,
41180-1,Ragana's Magic Shadow Castle,2016,600,1016,0,74.99,0,4.7,Dec-17,103.235,95.215,,Ragana's Magic Shadow Castle,2016,Elves,Action/Adventure,,Normal,Box,2,Retail,1014.0,3.0,2013.0,4.5,99.99,3.0,171.0
42045-1,Hydroplane Racer,2016,1,180,0,14.99,0,4.4,Dec-17,16.595,20.6,,Hydroplane Racer,2016,Technic,Technical,,Normal,Box,4,Retail,180.0,,2507.0,3.5,19.99,2.0,18.0
42047-1,Police Interceptor,2016,1,185,0,17.99,0,4.7,Nov-17,18.43,27.32,,Police Interceptor,2016,Technic,Technical,,Normal,Box,4,Retail,185.0,,3547.0,3.7,19.99,0.0,
42048-1,Race Kart,2016,1,345,0,24.99,0,4.7,Nov-17,30.325,30.99,,Race Kart,2016,Technic,Technical,,Normal,Box,4,Retail,345.0,,3300.0,4.2,29.99,2.0,55.0
42049-1,Mine Loader,2016,1,476,0,29.99,0,4.5,Dec-17,53.28,39.92,,Mine Loader,2016,Technic,Technical,,Normal,Box,6,Retail,476.0,,3091.0,3.6,49.99,2.0,59.2904
42050-1,Drag Racer,2016,1,647,0,49.99,0,4.5,Dec-17,71.25,86.745,,Drag Racer,2016,Technic,Technical,,Normal,Box,4,Retail,647.0,,2628.0,3.8,79.99,2.0,89.99
42053-1,Volvo EW160E,2016,1,1166,0,94.79,0,4.6,Oct-17,123.56,103.285,,Volvo EW160E,2016,Technic,Technical,Licensed,Normal,Box,4,Retail,1166.0,,4861.0,4.2,119.99,0.0,
42054-1,CLAAS XERION 5000 TRAC VC,2016,1,1976,0,119.99,0,4.4,Mar-18,144.59,162.04,,CLAAS XERION 5000 TRAC VC,2016,Technic,Technical,Licensed,Normal,Box,4,Retail,1977.0,,6278.0,4.5,179.99,1.0,238.1078
60101-1,Airport Cargo Plane,2016,53,157,2,17.99,0,4.7,Nov-17,20.085,32.055,,Airport Cargo Plane,2016,City,Modern day,Airport,Normal,Box,4,Retail,157.0,2.0,5326.0,3.9,24.99,4.0,59.0
60102-1,Airport VIP Service,2016,53,364,4,39.99,2,4.8,Dec-17,46.515,61.62,,Airport VIP Service,2016,City,Modern day,Airport,Normal,Box,6,Retail,364.0,4.0,4858.0,4.1,49.99,6.0,104.99
60103-1,Airport Air Show,2016,53,678,6,69.99,6,4.2,Nov-17,73.925,83.705,,Airport Air Show,2016,City,Modern day,Air Show,Normal,Box,10,Retail,670.0,6.0,3493.0,4.1,89.99,3.0,87.7833
60107-1,Fire Ladder Truck,2016,58,214,2,17.99,1,4.7,Dec-18,18.765,25.41,,Fire Ladder Truck,2016,City,Modern day,Fire,Normal,Box,1,Retail,214.0,2.0,8502.0,4.0,24.99,13.0,38.5
60109-1,Fire Boat,2016,58,415,5,59.99,4,4.5,Dec-17,66.39,81.005,,Fire Boat,2016,City,Modern day,Fire,Normal,Box,6,Retail,412.0,5.0,2282.0,3.9,79.99,1.0,100.0
60110-1,Fire Station,2016,58,920,6,79.99,2,4.7,Dec-18,107.15,114.055,,Fire Station,2016,City,Modern day,Fire,Normal,Box,10,Retail,919.0,6.0,5439.0,3.9,99.99,3.0,80.0
60112-1,Fire Engine,2016,58,376,3,34.99,0,4.8,Dec-16,40.03,48.545,,Fire Engine,2016,City,Modern day,Fire,Normal,Box,4,Retail - limited,376.0,3.0,1592.0,4.1,49.99,1.0,75.0
60115-1,4 x 4 Off Roader,2016,64,184,2,17.99,2,4.3,Nov-16,18.095,17.54,,4 x 4 Off Roader,2016,City,Modern day,Racing,Normal,Box,2,Retail,176.0,2.0,4754.0,4.0,19.99,7.0,24.0
60116-1,Ambulance Plane,2016,60,183,3,17.99,3,4.7,Nov-16,27.805,19.955,,Ambulance Plane,2016,City,Modern day,Medical,Normal,Box,2,Retail,183.0,3.0,4495.0,3.9,19.99,4.0,36.0
60117-1,Van & Caravan,2016,63,250,2,17.99,2,4.3,Nov-17,17.445,26.98,,Van & Caravan,2016,City,Modern day,Great Outdoors,Normal,Box,4,Retail,250.0,2.0,12559.0,4.0,19.99,23.0,29.0
60118-1,Garbage Truck,2016,52,248,2,17.99,2,4.8,Nov-16,20.015,27.73,,Garbage Truck,2016,City,Modern day,Traffic,Normal,Box,4,Retail,248.0,2.0,8086.0,4.0,19.99,3.0,63.3
60119-1,Ferry,2016,59,301,2,24.99,2,4.3,Nov-17,25.5,32.95,,Ferry,2016,City,Modern day,Harbor,Normal,Box,6,Retail,301.0,2.0,6187.0,4.0,29.99,5.0,37.5
60121-1,Volcano Exploration Truck,2016,52,175,0,14.99,0,4.3,Aug-16,19.245,22.87,,Volcano Exploration Truck,2016,City,Modern day,Volcano Explorers,Normal,Box,1,Retail,175.0,2.0,4567.0,4.0,24.99,3.0,25.0
60124-1,Volcano Exploration Base,2016,52,824,6,79.99,1,4.4,Jan-18,116.27,90.43,,Volcano Exploration Base,2016,City,Modern day,Volcano Explorers,Normal,Box,8,Retail,824.0,6.0,3103.0,4.1,119.99,1.0,160.0
60125-1,Volcano Heavy-Lift Helicopter,2016,52,1277,8,99.99,1,4.2,Aug-17,131.98,109.975,,Volcano Heavy-Lift Helicopter,2016,City,Modern day,Volcano Explorers,Normal,Box,12,Retail - limited,1277.0,8.0,1387.0,4.1,149.99,1.0,231.9702
60128-1,Police Pursuit,2016,61,184,2,17.99,1,4.4,Dec-16,19.73,22.725,,Police Pursuit,2016,City,Modern day,Prison Island,Normal,Box,4,Retail,184.0,2.0,4071.0,3.7,24.99,1.0,25.0
60129-1,Police Patrol Boat,2016,61,200,4,34.99,2,4.7,Feb-18,48.56,55.91,,Police Patrol Boat,2016,City,Modern day,Prison Island,Normal,Box,4,Retail,200.0,4.0,2746.0,3.8,49.99,2.0,89.643
60130-1,Prison Island,2016,61,754,8,69.99,3,4.8,Dec-17,97.06,150.07,,Prison Island,2016,City,Modern day,Prison Island,Normal,Box,12,Retail,754.0,8.0,4258.0,4.2,89.99,3.0,249.99
60131-1,Crooks Island,2016,61,244,3,24.99,1,4.7,Jun-17,25.7,36.285,,Crooks Island,2016,City,Modern day,Prison Island,Normal,Box,6,Retail - limited,244.0,3.0,1729.0,3.6,29.99,3.0,29.9119
60132-1,Service Station,2016,63,515,4,71.09,4,4.2,Nov-17,112.375,82.845,,Service Station,2016,City,Modern day,Town,Normal,Box,4,Retail,515.0,4.0,4603.0,4.1,89.99,6.0,102.5247
60134-1,People Pack - Fun in the Park,2016,52,159,15,34.99,14,4.2,Nov-17,40.185,51.845,,People Pack - Fun in the Park,2016,City,Modern day,Park,Normal,Box,6,Retail - limited,157.0,15.0,12638.0,4.2,39.99,19.0,50.0
70314-1,Beast Master's Chaos Chariot,2016,605,314,2,24.99,1,4.7,Jan-17,25.705,33.255,,Beast Master's Chaos Chariot,2016,Nexo Knights,Action/Adventure,Season 1,Normal,Box,4,Retail,314.0,2.0,3297.0,3.7,29.99,2.0,40.0
70315-1,Clay's Rumble Blade,2016,605,367,5,29.99,1,4.7,Nov-16,33.375,38.705,,Clay's Rumble Blade,2016,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2,Retail,367.0,5.0,3420.0,4.2,39.99,0.0,
70316-1,Jestro's Evil Mobile,2016,605,658,2,39.99,0,4.7,May-17,49.43,54.02,,Jestro's Evil Mobile,2016,Nexo Knights,Action/Adventure,Season 1,Normal,Box,4,Retail,658.0,2.0,3044.0,4.0,59.99,5.0,67.5
70317-1,The Fortrex,2016,605,1140,7,79.99,4,4.5,Nov-17,82.255,98.98,,The Fortrex,2016,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2,Retail,1140.0,7.0,3976.0,4.3,99.99,5.0,207.5703
70321-1,General Magmar's Siege Machine of Doom,2016,605,516,3,34.99,2,4.5,Jul-17,42.38,44.435,,General Magmar's Siege Machine of Doom,2016,Nexo Knights,Action/Adventure,Season 2,Normal,Box,4,Retail,516.0,3.0,2585.0,4.2,49.99,1.0,74.9925
70322-1,Axl's Tower Carrier,2016,605,670,4,39.99,0,4.4,Aug-17,56.685,45.585,,Axl's Tower Carrier,2016,Nexo Knights,Action/Adventure,Season 2,Normal,Box,2,Retail,670.0,4.0,1998.0,4.1,69.99,0.0,
70323-1,Jestro's Volcano Lair,2016,605,1186,10,99.99,3,4.5,May-17,101.975,110.945,,Jestro's Volcano Lair,2016,Nexo Knights,Action/Adventure,Season 2,Normal,Box,2,Retail,1186.0,10.0,2638.0,4.0,119.99,0.0,
70324-1,Merlok's Library 2.0,2016,605,287,3,19.99,1,4.7,Jun-17,21.365,25.8,,Merlok's Library 2.0,2016,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2,Retail - limited,288.0,3.0,2188.0,3.6,24.99,2.0,32.0
70326-1,The Black Knight Mech,2016,605,530,4,29.99,2,4.7,Jul-17,40.755,41.795,,The Black Knight Mech,2016,Nexo Knights,Action/Adventure,Season 2,Normal,Box,4,Retail - limited,530.0,4.0,1354.0,3.9,39.99,1.0,57.99
70589-1,Rock Roader,2016,435,406,4,34.99,0,4.7,Nov-17,34.665,54.315,,Rock Roader,2016,Ninjago,Action/Adventure,Day of the Departed,Normal,Box,4,Retail,406.0,4.0,2107.0,4.2,39.99,3.0,64.5
70590-1,Airjitzu Battle Grounds,2016,435,666,5,49.99,4,4.5,May-17,52.505,60.515,,Airjitzu Battle Grounds,2016,Ninjago,Action/Adventure,Day of the Departed,Normal,Box,4,Retail - limited,666.0,5.0,842.0,3.8,59.99,0.0,
70591-1,Kryptarium Prison Breakout,2016,435,208,5,17.99,4,4.7,Nov-17,19.43,26.195,,Kryptarium Prison Breakout,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,2,Retail,207.0,5.0,3331.0,3.8,19.99,2.0,48.0
70593-1,The Green NRG Dragon,2016,435,567,5,39.99,3,4.7,Nov-17,57.2,64.92,,The Green NRG Dragon,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,4,Retail,567.0,5.0,2560.0,4.4,49.99,2.0,75.99
70594-1,The Lighthouse Siege,2016,435,775,8,59.99,5,4.8,Nov-17,60.335,80.02,,The Lighthouse Siege,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,2,Retail,767.0,8.0,3004.0,4.3,69.99,1.0,199.0
70596-1,Samurai X Cave Chaos,2016,435,1255,8,79.99,7,4.8,Nov-17,99.39,100.465,,Samurai X Cave Chaos,2016,Ninjago,Action/Adventure,Day of the Departed,Normal,Box,2,Retail - limited,1253.0,8.0,1141.0,4.2,119.99,0.0,
70601-1,Sky Shark,2016,435,222,2,17.99,1,4.7,Jul-17,17.655,28.055,,Sky Shark,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,2,Retail,221.0,2.0,3712.0,3.9,19.99,2.0,50.0
70602-1,Jay's Elemental Dragon,2016,435,350,2,24.99,2,4.9,May-17,26.485,39.325,,Jay's Elemental Dragon,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,4,Retail,350.0,2.0,3320.0,4.0,29.99,2.0,85.0735
70603-1,Raid Zeppelin,2016,435,295,3,24.99,3,4.8,Jul-17,25.485,31.025,,Raid Zeppelin,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,4,Retail,294.0,3.0,4162.0,4.1,29.99,7.0,100.0
70604-1,Tiger Widow Island,2016,435,450,5,39.99,3,4.8,Jul-17,41.65,45.305,,Tiger Widow Island,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,2,Retail,450.0,5.0,3019.0,4.2,49.99,0.0,
70605-1,Misfortune's Keep,2016,435,754,6,69.99,2,4.7,Aug-17,71.51,74.78,,Misfortune's Keep,2016,Ninjago,Action/Adventure,Skybound,Normal,Box,2,Retail,754.0,6.0,2582.0,4.0,79.99,1.0,225.0
71013-17,Series 16 - Complete,2016,556,121,16,39.84,0,4.7,Nov-16,52.995,72.195,,LEGO Minifigures - Series 16 - Complete,2016,Collectable Minifigures,Miscellaneous,Series 16,Collection,{Not specified},0,Retail,106.0,17.0,3935.0,4.3,,,
71228-1,Ghostbusters Level Pack,2016,604,115,1,29.99,1,4.4,May-17,28.755,33.505,,Ghostbusters Level Pack,2016,Dimensions,Miscellaneous,Level Pack,Normal,Box,8,Retail,115.0,1.0,7069.0,3.8,29.99,5.0,20.0
71229-1,DC Comics Team Pack,2016,604,92,2,29.99,1,4.3,Sep-17,28.135,24.455,,DC Comics Team Pack,2016,Dimensions,Miscellaneous,Team Pack,Normal,{Not specified},8,{Not specified},92.0,2.0,4673.0,3.8,24.99,5.0,22.976
71230-1,Doc Brown Fun Pack,2016,604,69,1,14.99,1,4.8,May-17,12.905,13.095,,Doc Brown Fun Pack,2016,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,69.0,1.0,7528.0,4.1,14.99,8.0,32.85
71233-1,Stay Puft Fun Pack,2016,604,65,1,14.99,1,4.5,Oct-16,19.025,13.575,,Stay Puft Fun Pack,2016,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,65.0,1.0,7732.0,3.9,14.99,3.0,44.95
71234-1,Sensei Wu Fun Pack,2016,604,58,1,14.99,0,4.7,May-17,13.365,14.825,,Sensei Wu Fun Pack,2016,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,58.0,1.0,4160.0,3.7,14.99,18.0,14.0
71235-1,Midway Arcade Level Pack,2016,604,96,1,29.99,1,4.5,May-17,28.345,25.86,,Midway Arcade Level Pack,2016,Dimensions,Miscellaneous,Level Pack,Normal,Box,8,Retail,96.0,1.0,5658.0,3.9,24.99,2.0,60.0
71239-1,Lloyd Fun Pack,2016,604,56,1,14.99,0,4.8,Sep-16,14.29,12.795,,Lloyd Fun Pack,2016,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,56.0,1.0,3201.0,3.8,11.99,5.0,43.98
71240-1,Bane Fun Pack,2016,604,52,1,14.99,1,4.6,Nov-16,12.76,14.045,,Bane Fun Pack,2016,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,52.0,1.0,4493.0,3.7,11.99,8.0,12.5
71242-1,Ghostbusters: Play The Complete Movie Story Pack,2016,604,259,1,39.99,1,4.5,Oct-17,44.17,41.25,,New Ghostbusters: Play the Complete Movie,2016,Dimensions,Miscellaneous,Story Pack,Normal,Box,6,Retail,259.0,1.0,5389.0,3.7,49.99,11.0,19.99
71244-1,Sonic the Hedgehog Level Pack,2016,604,101,1,29.99,1,4.8,Jan-17,28.15,34.605,,Sonic the Hedgehog Level Pack,2016,Dimensions,Miscellaneous,Level Pack,Normal,Box,8,Retail,101.0,1.0,5592.0,4.1,29.99,6.0,64.88
71245-1,Adventure Time Level Pack,2016,604,102,1,29.99,1,4.6,May-17,27.675,28.7,,Adventure Time Level Pack,2016,Dimensions,Miscellaneous,Level Pack,Normal,Box,8,Retail,102.0,1.0,4792.0,4.0,29.99,14.0,47.6844
71248-1,Mission: Impossible Level Pack,2016,604,76,1,29.99,1,4.7,Sep-17,31.3,25.98,,Mission: Impossible Level Pack,2016,Dimensions,Miscellaneous,Level Pack,Normal,Box,8,Retail,76.0,1.0,5613.0,3.8,29.99,12.0,11.97
71251-1,A-Team Fun Pack,2016,604,73,1,14.99,1,4.8,Dec-16,13.435,13.53,,B.A. Baracus Fun Pack,2016,Dimensions,Miscellaneous,Fun Pack,Normal,Box,5,Retail,73.0,1.0,6737.0,4.1,11.99,15.0,22.8
71256-1,Gremlins Team Pack,2016,604,94,2,29.99,2,4.4,Jan-17,26.495,26.2,,Gremlins Team Pack,2016,Dimensions,Miscellaneous,Team Pack,Normal,Box,8,Retail,94.0,2.0,6192.0,4.0,24.99,15.0,39.99
71309-1,Onua Uniter of Earth,2016,324,143,0,14.99,0,4.8,Aug-16,17.355,28.935,,Onua - Uniter of Earth,2016,Bionicle,Constraction,Toa Uniters,Normal,Box,2,Retail,143.0,,969.0,4.1,19.99,1.0,38.0
71310-1,Umarak the Hunter,2016,324,172,0,14.99,0,4.9,Jun-16,22.59,32.445,,Umarak the Hunter,2016,Bionicle,Constraction,Shadow Horde,Normal,Box,2,Retail,172.0,,1271.0,4.6,19.99,0.0,
71311-1,Kopaka and Melum - Unity set,2016,324,171,0,19.99,0,4.8,May-16,20.8,36.61,,Kopaka and Melum - Unity set,2016,Bionicle,Constraction,Miscellaneous,Normal,Box,3,Retail,171.0,,1063.0,4.3,24.99,0.0,
71316-1,Umarak the Destroyer,2016,324,191,0,17.99,0,4.9,Dec-16,24.825,42.455,,Umarak the Destroyer,2016,Bionicle,Constraction,Shadow Horde,Normal,Box,3,Retail,191.0,,713.0,3.8,24.99,0.0,
